Date,Open,High,Low,Close,Adj Close,Volume
2020-09-18,10.25,10.25,9.819999694824219,9.890000343322754,9.890000343322754,564300
2020-09-21,9.899999618530273,9.960000038146973,9.859999656677246,9.859999656677246,9.859999656677246,762800
2020-09-22,9.960000038146973,9.960000038146973,9.850000381469727,9.880000114440918,9.880000114440918,1280800
2020-09-23,9.899999618530273,9.904999732971191,9.789999961853027,9.850000381469727,9.850000381469727,192600
2020-09-24,9.850000381469727,9.850000381469727,9.75,9.770000457763672,9.770000457763672,605500
2020-09-25,9.770000457763672,9.850000381469727,9.770000457763672,9.8100004196167,9.8100004196167,692500
2020-09-28,9.899999618530273,9.9399995803833,9.829999923706055,9.829999923706055,9.829999923706055,72300
2020-09-29,9.880000114440918,9.880000114440918,9.760000228881836,9.779999732971191,9.779999732971191,188600
2020-09-30,9.850000381469727,9.850000381469727,9.770000457763672,9.779999732971191,9.779999732971191,546200
2020-10-01,9.850000381469727,9.850000381469727,9.739999771118164,9.760000228881836,9.760000228881836,1068100
2020-10-02,9.729999542236328,9.800000190734863,9.729999542236328,9.739999771118164,9.739999771118164,3925600
2020-10-05,9.800000190734863,9.800000190734863,9.6899995803833,9.710000038146973,9.710000038146973,3147800
2020-10-06,9.739999771118164,9.75,9.670000076293945,9.680000305175781,9.680000305175781,1902400
2020-10-07,9.720000267028809,9.75,9.670000076293945,9.710000038146973,9.710000038146973,1325300
2020-10-08,9.699999809265137,9.75,9.699999809265137,9.717000007629395,9.717000007629395,550300
2020-10-09,9.760000228881836,9.770000457763672,9.722000122070312,9.75,9.75,2401500
2020-10-12,9.819999694824219,9.819999694824219,9.729999542236328,9.729999542236328,9.729999542236328,172300
2020-10-13,9.850000381469727,9.850000381469727,9.670000076293945,9.699999809265137,9.699999809265137,1623900
2020-10-14,9.75,9.770000457763672,9.680000305175781,9.680000305175781,9.680000305175781,2177900
2020-10-15,9.670000076293945,9.720000267028809,9.649999618530273,9.680000305175781,9.680000305175781,348000
2020-10-16,9.6899995803833,9.704999923706055,9.670000076293945,9.680000305175781,9.680000305175781,304800
2020-10-19,9.710000038146973,9.729999542236328,9.677000045776367,9.680000305175781,9.680000305175781,348400
2020-10-20,9.710000038146973,9.739999771118164,9.670000076293945,9.670000076293945,9.670000076293945,77900
2020-10-21,9.729999542236328,9.729999542236328,9.649999618530273,9.65999984741211,9.65999984741211,292100
2020-10-22,9.65999984741211,9.670000076293945,9.630000114440918,9.649999618530273,9.649999618530273,1441900
2020-10-23,9.649999618530273,9.699999809265137,9.630000114440918,9.630000114440918,9.630000114440918,2067600
2020-10-26,9.649999618530273,9.65999984741211,9.640000343322754,9.649999618530273,9.649999618530273,2394800
2020-10-27,9.649999618530273,9.699999809265137,9.640000343322754,9.649999618530273,9.649999618530273,304100
2020-10-28,9.739999771118164,9.739999771118164,9.630000114440918,9.649999618530273,9.649999618530273,1571400
2020-10-29,9.65999984741211,9.699999809265137,9.619999885559082,9.649999618530273,9.649999618530273,1652800
2020-10-30,9.649999618530273,9.6899995803833,9.600000381469727,9.630000114440918,9.630000114440918,1154300
2020-11-02,9.630000114440918,9.640000343322754,9.600000381469727,9.630000114440918,9.630000114440918,716700
2020-11-03,9.630000114440918,9.699999809265137,9.619999885559082,9.6899995803833,9.6899995803833,189800
2020-11-04,9.699999809265137,9.729999542236328,9.680000305175781,9.6899995803833,9.6899995803833,509800
2020-11-05,9.760000228881836,9.779999732971191,9.729999542236328,9.770000457763672,9.770000457763672,1534200
2020-11-06,9.789999961853027,9.789999961853027,9.720000267028809,9.720000267028809,9.720000267028809,1444000
2020-11-09,9.699999809265137,9.725000381469727,9.65999984741211,9.670000076293945,9.670000076293945,163200
2020-11-10,9.65999984741211,9.800000190734863,9.65999984741211,9.699999809265137,9.699999809265137,714700
2020-11-11,9.6899995803833,9.739999771118164,9.65999984741211,9.680000305175781,9.680000305175781,724500
2020-11-12,9.670000076293945,9.720000267028809,9.670000076293945,9.699999809265137,9.699999809265137,1501900
2020-11-13,9.739999771118164,9.739999771118164,9.6899995803833,9.6899995803833,9.6899995803833,754800
2020-11-16,9.699999809265137,9.729999542236328,9.6850004196167,9.699999809265137,9.699999809265137,151300
2020-11-17,9.720000267028809,9.720000267028809,9.6899995803833,9.710000038146973,9.710000038146973,46000
2020-11-18,9.739999771118164,9.739999771118164,9.670000076293945,9.739999771118164,9.739999771118164,301700
2020-11-19,9.75,9.800000190734863,9.699999809265137,9.720000267028809,9.720000267028809,44500
2020-11-20,9.710000038146973,9.734999656677246,9.6899995803833,9.710000038146973,9.710000038146973,995900
2020-11-23,9.789999961853027,9.789999961853027,9.710000038146973,9.75,9.75,134000
2020-11-24,9.779999732971191,9.779999732971191,9.699999809265137,9.760000228881836,9.760000228881836,52500
2020-11-25,9.760000228881836,9.765999794006348,9.699999809265137,9.760000228881836,9.760000228881836,1332400
2020-11-27,9.800000190734863,9.850000381469727,9.770000457763672,9.829999923706055,9.829999923706055,416200
2020-11-30,9.880000114440918,9.899999618530273,9.826000213623047,9.880000114440918,9.880000114440918,1623700
2020-12-01,9.869999885559082,9.880000114440918,9.819999694824219,9.880000114440918,9.880000114440918,1394300
2020-12-02,9.880000114440918,9.885000228881836,9.84000015258789,9.869999885559082,9.869999885559082,1441000
2020-12-03,9.880000114440918,9.880000114440918,9.859999656677246,9.869999885559082,9.869999885559082,513200
2020-12-04,9.880000114440918,9.890000343322754,9.859999656677246,9.880000114440918,9.880000114440918,405400
2020-12-07,9.880000114440918,9.979999542236328,9.869999885559082,9.9399995803833,9.9399995803833,2085300
2020-12-08,9.9399995803833,9.979999542236328,9.829999923706055,9.859999656677246,9.859999656677246,2296400
2020-12-09,9.890000343322754,9.970000267028809,9.84000015258789,9.920000076293945,9.920000076293945,3394300
2020-12-10,9.930000305175781,9.930000305175781,9.880000114440918,9.90999984741211,9.90999984741211,7606800
