Date,Open,High,Low,Close,Adj Close,Volume
2020-12-11,9.960000038146973,9.960000038146973,9.90999984741211,9.9399995803833,9.9399995803833,900000
2020-12-14,9.960000038146973,9.979999542236328,9.9399995803833,9.979999542236328,9.979999542236328,1982500
2020-12-15,9.970000267028809,10.029999732971191,9.899999618530273,9.970000267028809,9.970000267028809,1162400
2020-12-16,9.949999809265137,10.0,9.9399995803833,9.944999694824219,9.944999694824219,1191600
2020-12-17,9.979999542236328,10.0,9.944999694824219,9.970000267028809,9.970000267028809,1483600
2020-12-18,9.979999542236328,9.979999542236328,9.949999809265137,9.960000038146973,9.960000038146973,869000
2020-12-21,9.979999542236328,10.0,9.960000038146973,9.970000267028809,9.970000267028809,532800
2020-12-22,10.029999732971191,10.029999732971191,9.970000267028809,10.0,10.0,748300
2020-12-23,10.029999732971191,10.029999732971191,9.994999885559082,10.029999732971191,10.029999732971191,2353700
2020-12-24,10.079999923706055,10.100000381469727,10.010000228881836,10.039999961853027,10.039999961853027,2093000
2020-12-28,10.109999656677246,10.180000305175781,10.039999961853027,10.079999923706055,10.079999923706055,4067900
2020-12-29,10.100000381469727,10.109999656677246,10.029999732971191,10.0600004196167,10.0600004196167,1784600
2020-12-30,10.039999961853027,10.079999923706055,10.020000457763672,10.069999694824219,10.069999694824219,3152700
2020-12-31,10.069999694824219,10.069999694824219,10.010000228881836,10.010000228881836,10.010000228881836,1266200
2021-01-04,10.029999732971191,10.079999923706055,10.020000457763672,10.039999961853027,10.039999961853027,1172700
2021-01-05,10.039999961853027,10.039999961853027,10.0,10.020000457763672,10.020000457763672,685700
2021-01-06,10.0,10.020000457763672,10.0,10.010000228881836,10.010000228881836,636600
2021-01-07,10.0,10.039999961853027,10.0,10.029999732971191,10.029999732971191,1075500
2021-01-08,10.050000190734863,10.050000190734863,10.020000457763672,10.029999732971191,10.029999732971191,738200
2021-01-11,10.050000190734863,14.0,10.029999732971191,13.199999809265137,13.199999809265137,108167500
2021-01-12,14.989999771118164,15.630000114440918,13.0,14.149999618530273,14.149999618530273,112100500
2021-01-13,15.100000381469727,17.1200008392334,14.5,16.719999313354492,16.719999313354492,94091500
2021-01-14,18.709999084472656,20.139999389648438,16.100000381469727,17.360000610351562,17.360000610351562,140983000
2021-01-15,17.809999465942383,21.0,16.200000762939453,18.360000610351562,18.360000610351562,184854200
2021-01-19,18.049999237060547,18.690000534057617,17.5,17.899999618530273,17.899999618530273,68336400
2021-01-20,18.350000381469727,18.729999542236328,17.799999237060547,18.059999465942383,18.059999465942383,27627700
2021-01-21,18.09000015258789,18.25,17.110000610351562,17.809999465942383,17.809999465942383,23590500
2021-01-22,18.489999771118164,22.670000076293945,18.0,22.350000381469727,22.350000381469727,94164500
2021-01-25,26.770000457763672,27.299999237060547,18.549999237060547,24.950000762939453,24.950000762939453,117369700
2021-01-26,24.3700008392334,24.65999984741211,22.3700008392334,24.440000534057617,24.440000534057617,41562200
2021-01-27,21.290000915527344,23.329999923706055,20.450000762939453,21.149999618530273,21.149999618530273,44960800
2021-01-28,21.34000015258789,22.8799991607666,20.010000228881836,22.329999923706055,22.329999923706055,33334100
2021-01-29,21.700000762939453,24.350000381469727,21.209999084472656,22.8799991607666,22.8799991607666,34280400
2021-02-01,23.639999389648438,25.969999313354492,22.729999542236328,25.200000762939453,25.200000762939453,43231900
2021-02-02,27.979999542236328,35.18000030517578,26.459999084472656,32.13999938964844,32.13999938964844,100196700
2021-02-03,32.349998474121094,34.5,27.575000762939453,29.489999771118164,29.489999771118164,85281200
2021-02-04,29.0,31.450000762939453,26.1299991607666,30.219999313354492,30.219999313354492,44528600
2021-02-05,30.899999618530273,36.0,30.700000762939453,34.650001525878906,34.650001525878906,66165800
2021-02-08,34.16999816894531,34.97999954223633,30.299999237060547,32.880001068115234,32.880001068115234,35490100
2021-02-09,31.700000762939453,33.689998626708984,30.219999313354492,33.310001373291016,33.310001373291016,28973300
2021-02-10,32.0,34.4900016784668,30.0,32.869998931884766,32.869998931884766,33355500
2021-02-11,32.25,33.15999984741211,31.200000762939453,31.5,31.5,24036100
2021-02-12,35.040000915527344,41.369998931884766,33.5099983215332,39.97999954223633,39.97999954223633,67005600
2021-02-16,38.27000045776367,55.0,36.52000045776367,52.70000076293945,52.70000076293945,96169900
2021-02-17,54.66999816894531,59.5,50.29999923706055,56.22999954223633,56.22999954223633,63311100
2021-02-18,55.810001373291016,64.86000061035156,55.54999923706055,58.04999923706055,58.04999923706055,76696200
2021-02-19,60.09000015258789,61.970001220703125,50.31999969482422,52.939998626708984,52.939998626708984,59097400
2021-02-22,62.869998931884766,63.20000076293945,56.08000183105469,57.369998931884766,57.369998931884766,66968500
2021-02-23,35.02000045776367,43.939998626708984,30.0,35.209999084472656,35.209999084472656,189625400
2021-02-24,35.63999938964844,35.720001220703125,27.850000381469727,28.700000762939453,28.700000762939453,140957600
2021-02-25,29.709999084472656,32.380001068115234,26.709999084472656,27.81999969482422,27.81999969482422,81537600
2021-02-26,31.25,32.52000045776367,28.5,30.75,30.75,68577900
